## ACTIVE GENE SELECTION CRITERIA based on... 
# (1) riboZero RNA can be detected reliably for differential expression analysis 
## i.e. min. average of 3 t.p.m. over 3 consecutive time points (~30 min intervals) UP TO STAGE 13 (~12 hpf) 
# (2) RNAPII ChIP enrichment conditions (covering at least 80% of the genebody): 
## 2.6-fold at this stage OR 
## 1.8-fold at this stage AND 1.4-fold at next or previous stage OR 
## 1.4-fold at this stage and 1.8-fold at next or previous stage OR 
## 1.4-fold at this stage and 1.4-fold at next two stages 
# (3) optional: H3K4me3 mark within genebody 

## rzRNA data selection for RNAPII ChIP: 
## +/- 1h from ChIP time point, min. average of 0.1 t.p.m. (=detection limit) over 3 consecutive time points 

## ZYGOTIC GENOME ACTIVATION: 
# Total number of genes: 12969 
# Number of activated genes: 3432 
# Percentage of genes with zygotic contribution: 26.4631043256997 

scaffold	start	end	gene.length	pol2.6.mean	pol2.7.mean	pol2.8.mean	pol2.8p.mean	pol2.11.mean	pol2.12p.mean	tu.st8p.toInput	tu.st10p.toInput	maternal.tpm	h3k4me3	h3k36me3
Xetro.K00651|	scaffold_38	588638	589146	509	2.08694556451613	4.38306451612904	46.4130544354839	257.443548387097	82.4890793010754	84.3182963709678	0.824409235429628	8.67973900761903	2.2393718530703	1	0
Xetro.B01496|hnrnpa1	scaffold_2	89776395	89786348	9954	0.84466873659122	1.80501833109845	23.3407221236158	135.33119299345	82.4313295384568	46.9871890170495	3.60436567195924	4.35986348255335	141.571702919794	1	1
Xetro.K00638|	scaffold_38	460366	460836	471	3.390781700673	4.74461025695808	32.0186280969324	299.165109883066	81.8490923882227	33.1863177216437	1.10120626764182	1.83034284112921	17.6820260317156	1	0
Xetro.D01566|	scaffold_4	82498328	82499022	695	2.13566872401134	7.21769876289423	50.0289363404224	204.450258263841	81.7376126872154	76.2612052764249	NA	NA	0.290114528040337	0	0
Xetro.K01109|	scaffold_75	295026	295754	729	1.20300483829896	14.308184364655	53.9567532467532	137.118655462185	78.4252610134963	72.9552457346575	3.1798641938	2.28178705870397	19.8343762968133	1	0
Xetro.H00983|hist1h4d	scaffold_8	50631225	50631600	376	1.22496270812103	5.03448409508023	40.4133242559449	148.915137052052	76.7675232335516	114.20674113773	0	2.37858232420329	10.7132184433683	1	0
Xetro.K00628|hist1h2al	scaffold_38	363197	363734	538	1.5020792506726	4.34623509482844	26.5564644434849	151.393350383632	74.3495560279448	119.123634038596	2.23151881948259	3.017983159984	54.9536713711248	1	0
Xetro.G01248|	scaffold_7	70227198	70227712	515	0.629067590420204	1.50490514066917	11.6118624526272	87.5541366810301	72.5973370884821	67.2697898816802	2.34445472158148	3.08011057672402	1701.86514945125	1	0
Xetro.H01766|srsf5	scaffold_8	88998449	89003146	4698	1.0137614922678	1.72421170336646	27.6231059796979	113.730045102111	72.1284952961375	63.9176494667543	3.25481214812743	3.90632924630979	718.771165749872	1	1
Xetro.K00649|	scaffold_38	583474	584109	636	2.40856216628528	5.48845473905105	43.5307053309794	150.928715610342	71.8448139538629	54.7970952797595	6.44340902427894	2.83491475652073	5.48582442869674	1	0
Xetro.G00467|ventx2.1	scaffold_7	21509050	21511012	1963	0.727030586800723	1.40040407089339	19.7352749731604	87.8649829690046	69.518630349927	92.992780999729	19.3191749132754	10.6449629338724	0	1	1
Xetro.K01100|	scaffold_75	233321	233932	612	3.01269841269841	3.51825396825397	35.2410714285714	159.241964285714	64.9074074074074	30.2115575396825	NA	NA	3.33944812556453	0	0
Xetro.F01972|	scaffold_6	141907674	141908350	677	0.407636953896191	2.6070154981485	57.290283118185	383.921072573412	64.0416312256676	109.486372836781	NA	NA	2.05691795732356	0	0
Xetro.K00620|	scaffold_38	299785	300248	464	0.581718346253234	2.98065904435975	30.4263922376915	111.149043322704	63.1947145091736	105.300031111456	0.65467792225294	1.08978945317883	19.6083256336124	0	0
Xetro.H00998|hist2h3c	scaffold_8	50933719	50934826	1108	0.429103995743429	1.66876078265236	40.226503003417	148.868674332661	61.8288994511544	42.7554332753756	NA	NA	0.081824831873877	0	0
Xetro.G00465|ventx2.2	scaffold_7	21483207	21485191	1985	1.15965359390802	2.81483682696516	48.2471944137854	87.8284259562057	59.2571431475671	70.5253613224858	NA	13.4845945296939	0	1	1
Xetro.D01513|	scaffold_4	81895394	81896234	841	2.09953164847033	2.24228016916696	46.3702377123663	286.090988217757	57.9254920990377	17.211627307441	2.85966953539652	1.56717509859788	24.2022795274743	0	0
Xetro.K04898|oct25	scaffold_8b	1473863	1477898	4036	0.897159402063704	1.87602723641308	38.9223818838148	126.702529948519	57.884201546034	24.5208647001985	7.68534952209973	6.39051464893417	25.3375676814716	1	1
Xetro.K00627|	scaffold_38	359604	360242	639	1.22732028981805	2.41647111455801	44.2303877179499	225.129096876661	57.87477511959	37.4339705514701	NA	0.38292966210084	15.930619751755	0	0
Xetro.K03703|	scaffold_1399	5761	8311	2551	0.624682500711254	0.940648154806195	4.30070332968067	87.8514611806255	57.3985957082257	2.64376419819498	NA	5.07544060615011	0.298350081182642	1	1
Xetro.A01497|hnrnpk	scaffold_1	84944131	84957960	13830	0.956230275815111	1.40703514646241	17.2887496659381	80.9530605459283	57.0317861306343	36.5354454509662	2.77755901850121	2.83849366617023	232.845972386699	1	1
Xetro.F01345|hnrnpa2b1	scaffold_6	104028822	104036112	7291	0.947063663013014	1.06270600001792	22.7828046222354	92.3314281756479	56.3747831665672	36.6846370411944	3.70115340589836	3.67739879581235	52.2714747427005	1	1
Xetro.D00418|	scaffold_4	20103561	20104545	985	0.838683537444105	0.682760249797923	6.24807158113343	62.1032494453634	55.9832554669243	52.0859798480098	NA	NA	0	0	1
Xetro.E00499|eef1a1	scaffold_5	37262614	37282185	19572	1.13501313484116	2.70332551158002	12.2725218098275	47.0445956861251	55.8901900635589	42.4140739997226	3.68196111558601	5.01118533965346	488.828045135858	1	1
Xetro.K03702|	scaffold_1399	805	1745	941	1.17023809523809	1.88489010989011	1.08729395604396	116.447472527472	55.6086309523809	2.94902701465201	0.611512344961538	1.60161850735827	69.0877811295672	0	0
Xetro.J00867|krt	scaffold_10	33323424	33328142	4719	1.04031033656301	1.03069304904477	0.931895146704502	11.5601577002806	54.0151350803614	96.668489904201	11.3214130348224	5.7037698913489	0.0204638872098372	1	1
Xetro.B02223|hmgn1	scaffold_2	135595285	135603458	8174	0.980438652520454	1.41463310444778	13.9699599684681	107.568715870922	52.8505455479854	40.4139732864982	1.70072343819502	2.66477372672001	922.557835437443	1	1
Xetro.E01215|srsf7	scaffold_5	87858097	87864964	6868	1.1788837910946	5.47505301979316	51.2698904236023	140.327063222851	52.8170737382991	36.2434223147838	4.02217526949932	5.14223357175832	491.017895832748	1	1
Xetro.G00443|gfpt1	scaffold_7	20067436	20093915	26480	0.98412862730545	1.23811528838156	3.70351271544012	22.346939025542	52.7544028053921	37.0601619467311	8.01325776837599	7.86217907958116	11.2398620062922	1	1
Xetro.A02548|hnrpdl	scaffold_1	144599959	144605413	5455	1.22450537065908	1.76742075000092	16.4344362010575	70.9045018592309	51.8417579402468	44.0892749285863	2.353849360849	3.21033790704393	144.642756756975	1	1
Xetro.G01249|h2afx	scaffold_7	70232883	70233650	768	1.1390758040629	4.12230551772743	16.5711803957036	58.4822695098316	51.2541040418569	36.3701518276442	1.17874276149483	1.22662483750106	1029.04942969053	1	0
Xetro.B01556|krt5.7	scaffold_2	92296120	92302403	6284	0.776249005772512	0.85646340337566	1.17709441688766	16.9296198295945	51.2471934937802	85.5881994717379	9.49583298240274	6.41757562399223	0.10789865168428	1	1
Xetro.D01488|	scaffold_4	81667877	81669156	1280	1.91263607241141	4.24809420488804	30.8242984704143	127.497259151814	49.991680090155	65.7721065391192	5.56476233914999	1.79580807054187	0.403896677311875	1	0
Xetro.D01067|	scaffold_4	60126182	60127819	1638	1.83304462044144	3.92018535525314	20.2995046027573	56.9080872766401	49.9501935640134	48.2155572494691	15.7668266275916	5.89401196125482	0	1	1
Xetro.A02937|hmgb2	scaffold_1	175222092	175228364	6273	1.58127091430368	4.6903355914607	25.6240793042184	67.4685148477852	48.8270694026157	41.7705422275633	1.2749634400438	1.91578150318077	1571.38248660724	1	1
Xetro.K00640|	scaffold_38	464139	464753	615	3.17608403110047	4.48874677953625	22.3317416958042	224.570751288185	48.2265053112093	6.86537503067108	NA	0	12.5790463943874	1	0
Xetro.B01403|gli1.2	scaffold_2	85126303	85130443	4141	0.687441609113815	1.02839822347952	14.633189724214	85.6568727166025	48.1411637844011	47.5851874935432	5.69447707899032	6.72235083440033	351.644877803618	1	1
Xetro.I00468|fzd7	scaffold_9	27333608	27337818	4211	1.04241246128668	1.61689164241223	17.3837277037276	85.4197773310505	47.7500954790456	30.9263787016447	6.41877556542042	9.90391808354086	127.772981272024	1	1
Xetro.D01565|hist1h4k	scaffold_4	82494792	82495727	936	4.44263780075174	11.5988412946037	61.7442341694562	189.464775625134	47.2913089558365	62.5197581584917	2.32516081222948	3.56440153779601	56.4657747315069	0	0
Xetro.G01816|prmt1	scaffold_7	103012830	103021372	8543	1.0655432973009	3.14401963879115	24.5448030804332	75.0730426433842	46.1909231197032	33.445530339345	1.07726623472228	1.84944449528601	1962.01444521313	1	1
Xetro.K03503|	scaffold_992	8994	9354	361	2.50350983804817	3.92440827668447	14.3130980573381	48.7360704953574	45.9174095930057	53.4356399859933	NA	NA	0.774031861840945	1	0
Xetro.B00080|pnrc2	scaffold_2	3641225	3646950	5726	0.788980201793653	1.13176721041043	16.0368334515717	97.106416844375	45.4789200401128	40.9263907442173	3.17666835038914	4.43563626896355	514.349465981206	1	1
Xetro.J00091|srsf2	scaffold_10	3569696	3571657	1962	1.17169412390607	3.13982029147459	40.5726726675834	88.3433609109259	45.2530402095182	32.4215443493004	3.17743681655282	3.61395607961116	326.379503940254	1	1
Xetro.D01899|klf17	scaffold_4	100912127	100915192	3066	0.899032055528805	6.34656265873416	78.1471957366222	36.0983058646604	44.6090047840353	34.8834722396661	17.6525162354079	7.29140904299576	1.08989316197849	1	1
Xetro.D01568|	scaffold_4	82504483	82506086	1604	1.31234934621796	2.71671542938098	26.2008821571119	89.7589770980871	44.5910136046265	36.2816902628623	8.87136025081883	3.1531864363616	0.442921161242301	1	0
Xetro.D01483|	scaffold_4	81647813	81648935	1123	1.46257891620877	2.99007994638549	18.9431624787436	111.98492932141	42.8480155907056	71.8123796555031	1.335542961396	2.20451538540125	0.653521020578516	1	0
Xetro.G00466|ventx1.1	scaffold_7	21496168	21498394	2227	0.880905653915661	0.879357981927013	5.40611892575557	38.6927423157879	42.0610261828234	49.159624633166	8.63784004882984	8.1489636006783	0	1	1
Xetro.B01544|	scaffold_2	91978374	91980713	2340	0.664087575431193	0.789033187291001	1.84206796030732	6.58296221110862	41.8415217295738	68.3840992481722	NA	NA	0.494177963675812	1	1
Xetro.K02083|	scaffold_210	37120	38041	922	1.25272710176253	0.536602613217251	3.51374516089489	44.0969963050908	41.7452061898842	42.6607472663492	NA	NA	0.345055077084892	1	1
Xetro.K00621|	scaffold_38	300607	301673	1067	1.66748999883691	3.11693849306024	38.9798192691431	176.56077523672	41.1729149060896	73.0540515190323	16.69428701745	3.65184141174215	1.07530876772211	1	0
Xetro.B01545|	scaffold_2	91981935	91983470	1536	0.716503634283585	0.782454286367923	1.85240898572194	6.848162995887	40.8520053777314	74.5654452960774	NA	NA	69.0283352139531	0	1
Xetro.N00856|vegt	scaffold_1	55053468	55058671	5204	0.802612840235258	0.895382192749831	3.00617665164103	116.03155412545	40.7764093947955	25.7856001638944	10.8381758647319	7.26748569070932	205.506196607624	1	1
Xetro.E00956|t	scaffold_5	72054920	72062232	7313	0.849626045369355	1.05281758418599	2.14150780680424	46.0290285667653	40.5897955944112	26.4818453656478	18.7070733954404	10.4587099057188	0.0320309753030741	1	1
Xetro.B01543|krt8	scaffold_2	91974305	91983499	9195	0.784422878885937	0.80695730644658	1.96510030203505	8.01252731631656	39.8840186093135	73.6672814103788	0.9457896465749	1.57098591521863	54.9556572335324	1	1
Xetro.F01592|bambi	scaffold_6	121287942	121295773	7832	0.69293631469375	0.885194347855355	2.80782679459948	26.8423413018828	39.5401602083745	43.8886673437883	1.78887578755992	5.52296768701364	390.907445296566	1	1
Xetro.A02201|anp32c	scaffold_1	124540485	124548744	8260	0.785563756902517	0.919292083472934	12.1245966594732	95.3718043367165	39.1599920958149	22.4932116407184	1.09825309561338	2.26515594255022	1039.07274965711	1	1
Xetro.I01248|h3f3a	scaffold_9	71440277	71445956	5680	0.881660040860775	1.0804400740663	20.7778546015986	107.93331516342	38.6826212833017	29.9246350190753	2.92713856873943	4.05492358850477	529.583894658471	1	1
Xetro.G00639|cyp26a1	scaffold_7	32268583	32272782	4200	0.928305811946001	0.912973921502681	8.04203008167386	23.5579527794993	38.2626771680363	32.5163341607767	11.1295246783	10.6061096547182	213.565788275972	1	1
Xetro.D01538|	scaffold_4	82191053	82191727	675	1.70345932766699	3.17469127363864	42.7038640449939	174.295048961336	37.5205902189598	51.2661134060448	NA	0.361655791984126	1.11291383540574	0	0
Xetro.A02143|pnhd	scaffold_1	122107637	122115335	7699	1.04121885562807	1.79880776753443	4.43495418628508	18.5607084881808	37.1463270728899	29.0782382215736	14.0444001892833	9.67450124376936	0	1	1
Xetro.A03291|foxi4.2	scaffold_1	201649226	201651335	2110	0.557067507387831	0.676066515346762	9.0586099245165	36.1136453009785	37.0129026837341	39.1946827158436	NA	4.96701827603632	0	1	1
Xetro.D00417|	scaffold_4	20093874	20102641	8768	0.910039895471468	0.98140391049781	6.74370672421725	34.4500005131775	37.0004748716985	34.0865810613738	15.2429473278809	8.17172478241894	0.0359947183111847	1	1
Xetro.B00223|marcksl1	scaffold_2	10801325	10803422	2098	1.28842283968778	1.95487052512748	8.20130636600258	56.7142565660566	36.9745365398469	26.1977599159522	1.23755956578833	2.15605631293471	573.290537899542	1	1
Xetro.B00724|srsf1	scaffold_2	40794724	40801855	7132	0.862380544786288	1.60671851760588	21.9871248282334	84.2023977928849	36.9118357926982	24.30082660671	5.20869893536526	5.28243126398332	79.898199303002	1	1
Xetro.E01520|zfp36l2	scaffold_5	109842193	109848882	6690	0.756684595026653	0.932826334073062	3.81224628667473	38.2606849891399	36.4768200083233	29.6000215553102	3.13069103616391	6.36368070339746	38.3730951678446	1	1
Xetro.D01106|foxa4	scaffold_4	61601486	61605039	3554	0.87134653969716	1.79457551960062	7.41759202800525	81.8568328277882	35.3575734468942	23.1444662976096	14.9529328160833	8.77154909440438	0	1	1
Xetro.J00801|gs17	scaffold_10	30771561	30775854	4294	1.44537049312084	6.23127167747675	54.0565134801679	153.195064361273	35.1876762665518	15.2088345750065	13.2461827459521	7.21776705275482	0.225247901824472	1	1
Xetro.C01235|hnrnpa0	scaffold_3	59088180	59090912	2733	1.40472175890809	2.84008525636426	13.4734115479623	54.3746199092318	34.8060732145486	21.4774552144145	1.56286942291021	3.07532132080295	121.189707584396	1	1
Xetro.B00119|sfpq	scaffold_2	5294604	5307815	13212	0.871492444734633	1.05594740883115	11.1562141881312	50.1779561693025	34.6603346866525	30.0257672900752	3.49548572562168	3.5035491618086	80.8784988812162	1	1
Xetro.K02432|hist2h2ab	scaffold_302	6398	7035	638	2.08928571428571	5.74285714285714	35.6785714285714	155.828571428572	34.6428571428571	47.6785714285714	6.95595292393749	2.70537319717996	24.3077482461341	0	0
Xetro.G00463|ventx1.2	scaffold_7	21462785	21467615	4831	0.761889166960772	1.0105216494865	4.88531773034872	23.7442684559677	34.0172311461478	32.0687685917138	NA	5.3652232876766	0.0306397993815522	1	1
Xetro.F00706|gmnn	scaffold_6	52041270	52046391	5122	0.962662476315384	3.21813566323297	37.1376501133989	85.8369496401028	33.8612465365158	21.51234396765	1.23582013436836	3.79969478816223	2317.87749567228	1	1
Xetro.K01426|	scaffold_109	67667	69824	2158	3.14974446045047	3.98674196458373	60.992849199782	123.810340556713	33.3702124975752	63.2128405846076	3.20976887273855	3.10232859061383	29.5819213572673	1	0
Xetro.B01266|rnd1	scaffold_2	77636501	77645590	9090	0.836854802284445	0.858860632239365	3.03317805025701	33.7595565507202	33.3168897708938	27.4032573569078	8.35704522107223	7.00744262548443	46.8019993854681	1	1
Xetro.E01090|fam36a	scaffold_5	79677366	79682830	5465	0.813924062084393	0.792891765499774	6.99236531434139	56.9463209678766	33.0478823446652	18.4885584494659	NA	NA	5.70940673417308	1	1
Xetro.E01089|hnrnpu	scaffold_5	79661947	79678913	16967	0.837536365578166	1.55080384173859	15.4954614211993	62.6586651604586	32.8751165121474	18.7792084279947	4.27412643523276	4.19256982127137	92.2121501604317	1	1
Xetro.F00243|ccne2	scaffold_6	19272755	19278898	6144	0.95977350958803	0.995403855723808	6.69353687163909	69.2302389384297	32.8745444483496	22.5150512242476	11.5406416848863	9.89241728360398	56.8053449751269	1	1
Xetro.B01542|krt18	scaffold_2	91909260	91912916	3657	0.731185641603451	0.646240578432916	1.09570780462077	8.69604122310415	32.863612290318	64.3546288439412	0.859791606048926	1.52818809123505	346.624065933975	1	1
Xetro.H00667|slc25a5	scaffold_8	31015543	31019727	4185	0.8396769817203	1.32800938597782	12.6982798276963	61.6367235674971	32.7503594694723	26.6357108492545	1.65217230026345	1.91097134529884	868.276857634581	1	1
Xetro.D01653|unnamed	scaffold_4	85404246	85406794	2549	0.89316280857103	0.990773062363031	10.4860834524517	48.4910984761118	32.4945808725756	32.0591687408938	3.81194729042691	6.0125275417361	269.27044036658	1	1
Xetro.H00897|rbmx	scaffold_8	47843580	47849708	6129	1.02860541373876	1.04935162488518	4.51931188651333	46.3981732830579	32.3041844907568	27.0801047485024	3.77188514675292	4.78254705645091	200.108488407851	1	1
Xetro.D01357|ptgs2	scaffold_4	75011237	75018900	7664	1.00981629671216	0.8035582366034	1.55535916245678	5.76934102568539	32.2133699236069	23.9094111903443	10.65254504923	10.8889130859597	6.70223792350762	1	1
Xetro.F01805|znf527	scaffold_6	136345126	136347192	2067	1.17804095039305	1.72225852279559	49.7480972859363	185.789133367867	32.1907732791708	8.75670943238335	11.3314208175889	7.7437853121323	0.0222011107765368	1	1
Xetro.D02250|h1fx	scaffold_4	120375480	120377314	1835	2.01789788628385	1.10836761808336	12.9100823673631	49.7803435836922	32.0574557842012	26.0877582716088	1.24172382774421	2.15214840147931	91.3777185892815	1	0
Xetro.K04899|oct91	scaffold_8b	1485061	1488561	3501	0.752082604014033	0.834535959183618	5.01674200084026	53.4623359843929	31.9248508674171	20.6035057767298	8.27580040181281	5.01621280310451	0	1	1
Xetro.D02243|gata2	scaffold_4	120142980	120155195	12216	0.946024894759933	1.21969824013983	1.95082537224217	19.9448375805619	31.8582873490396	64.3042324636741	NA	8.96906364120633	0.0293290132486093	1	1
Xetro.J00693|ybx1	scaffold_10	27080148	27086971	6824	0.900612287223249	1.0577467354154	6.26925500262825	41.1323574412249	31.3021742392955	22.1561295143319	0.879934694928689	1.58465926740591	585.257023605121	1	1
Xetro.B00013|hmgn2	scaffold_2	509981	514911	4931	1.46145053952029	3.81561958291175	10.9904800304588	37.3497086102541	31.0127082290242	36.3370667372101	0.730615391023642	1.44923912303223	368.794096605485	1	1
Xetro.H00693|hmgb3	scaffold_8	32505332	32510360	5029	1.11209545113538	1.58039804100416	21.7527976104202	109.022286418764	30.8318905347884	22.4210850587375	1.91015261290328	3.10455862812427	844.615134069406	1	1
Xetro.D02249|unnamed	scaffold_4	120364874	120367734	2861	1.13265787097522	1.47858722582373	14.0120056915949	47.7671844786492	30.5357611682441	30.1915134774786	6.87523538147542	4.13344879655176	0.424443694508684	1	1
Xetro.D01792|	scaffold_4	93452905	93455483	2579	0.96752922435793	1.0177850322762	7.88964804519293	32.8163664372493	30.0821857874581	24.3519767214223	NA	NA	0	1	1
Xetro.C01234|hnrnpab	scaffold_3	59050020	59061800	11781	0.83559357297231	1.69839409099696	8.8225971283621	38.214853455097	29.2140810365351	23.1779913634514	0.607444734305379	1.2012760424695	879.963294369544	1	1
Xetro.K01217|fus	scaffold_83	309521	322351	12831	0.813426199678013	0.841831804233566	3.58612502295479	40.9140960812067	28.9555545261042	27.6377120269079	1.85031799862556	2.87890864897275	212.06656924148	1	1
Xetro.G01421|hspa8	scaffold_7	80185825	80193422	7598	0.829889415104108	0.829230585701962	3.02405637749809	50.7565630496044	28.8925476008463	16.7631502994537	0.878729420221708	2.15279445376495	1501.13348638318	1	1
Xetro.G00225|ddit4	scaffold_7	8863877	8866524	2648	1.00036058417222	0.897457255688096	6.41364271353931	49.3204118468573	28.8862769581559	31.4939154127636	1.87895214204498	10.8023930711222	691.55391282388	1	1
Xetro.A00602|xbp1	scaffold_1	42775236	42787054	11819	0.834465529119407	0.894554644628766	4.04234714809936	18.5767823130205	28.6883706843936	20.7464422892184	19.2475309142364	4.86568987031203	1.90710028448052	1	1
Xetro.A02623|h2afv	scaffold_1	150670064	150677590	7527	0.960852793480814	1.72859905934893	10.3368122920465	35.3991017347066	28.5503733294196	23.0331249831677	0.972482738880581	1.58603785331425	1265.09476732257	1	1
Xetro.K00850|ier2	scaffold_48	514261	515031	771	3.50603221819425	5.46639328739096	16.9961188009292	53.7573515890545	28.5364394891402	34.0909011876375	NA	NA	38.4198307713889	1	1
Xetro.A00180|mex3c	scaffold_1	10082773	10095422	12650	0.72217705594175	1.01133195235475	3.24938001607359	41.6275040677782	28.4787260718599	15.1942377648053	6.67771480697999	6.25699632345353	16.5450275781316	1	1
Xetro.G01450|hes4	scaffold_7	82697405	82699437	2033	1.32906027152078	2.77148977977951	19.2223103316209	34.2447923803386	28.45587321817	37.2998978836997	NA	NA	0.484189858970882	1	1
Xetro.F01803|	scaffold_6	136316456	136317355	900	1.34735248589571	2.02758580420102	44.7700194218703	154.616006373239	28.3503910947408	8.41205755994871	13.9639129725399	6.94020453708381	0.380949420432247	0	1
Xetro.H00900|zic3	scaffold_8	48057070	48062371	5302	0.872444324401204	1.16501077036238	4.51133180338324	33.7723036632377	28.2770936728217	21.6090924642185	16.1070507907055	9.22222269559522	0.00796906843818491	1	1
Xetro.E00398|sox11	scaffold_5	28045540	28048665	3126	0.942345222053283	0.825208968879012	6.48590624721052	49.585169381507	28.1837103301997	24.4201197141961	5.90774769087119	9.44989401713274	248.396405551069	1	1
Xetro.F01806|	scaffold_6	136357669	136364590	6922	0.841303653110878	1.00598338440419	24.0479348959767	110.562953284711	28.119776942999	20.3763755558862	NA	NA	17.7259467528218	1	0
Xetro.H00710|sox3	scaffold_8	35310084	35311737	1654	0.881923593497661	1.79097986222986	29.7506345634651	82.3802010196211	28.0911127071831	29.6862169905849	4.10992251192124	5.56683388068069	976.261122131658	1	1
