## ACTIVE GENE SELECTION CRITERIA based on... 
# (1) riboZero RNA can be detected reliably for differential expression analysis 
## i.e. min. average of 3 t.p.m. over 3 consecutive time points (~30 min intervals) UP TO STAGE 13 (~12 hpf) 
# (2) RNAPII ChIP enrichment conditions (covering at least 80% of the genebody): 
## 2.6-fold at this stage OR 
## 1.8-fold at this stage AND 1.4-fold at next or previous stage OR 
## 1.4-fold at this stage and 1.8-fold at next or previous stage OR 
## 1.4-fold at this stage and 1.4-fold at next two stages 
# (3) optional: H3K4me3 mark within genebody 

## rzRNA data selection for RNAPII ChIP: 
## +/- 1h from ChIP time point, min. average of 0.1 t.p.m. (=detection limit) over 3 consecutive time points 

## ZYGOTIC GENOME ACTIVATION: 
# Total number of genes with transcripts: 12969 
# Number of activated genes at this stage: 724 
# Percentage of genes that activated at this stage: 5.58254298712314 

scaffold	start	end	gene.length	pol2.6.mean	pol2.7.mean	pol2.8.mean	pol2.8p.mean	pol2.11.mean	pol2.12p.mean	tu.st8p.toInput	tu.st10p.toInput	maternal.tpm	h3k4me3	h3k36me3
Xetro.E00957|t2	scaffold_5	72091808	72101743	9936	2.44148499583813	1.23811570441105	1.82047454877457	0.636644469090932	5.38136530026824	5.35607158100303	NA	NA	0.181241417159137	1	1
Xetro.C01387|msx2	scaffold_3	71016575	71025960	9386	1.07289361549263	0.905398790001723	2.03032342237414	1.03322060268167	5.32211629157896	7.90564006548342	NA	11.2759109429337	0.0529838239352818	1	1
Xetro.A02049|rpl9	scaffold_1	119369084	119376954	7871	1.08849927689966	0.65140669733416	0.633391953576384	2.1208243153391	5.301373776564	9.65102272358773	4.40288888372307	2.24226591030158	60.3450666171402	1	1
Xetro.K03333|	scaffold_800	21678	24573	2896	0.775898344085871	0.700184990863498	0.859842523901695	3.29351230012971	5.26916389469716	5.01214725745796	NA	NA	62.2311095769452	1	1
Xetro.J00870|hap1	scaffold_10	33378174	33430945	52772	0.836931016008272	0.922390915713513	0.95134934964731	3.52683055681393	5.10029007494324	7.11026122561595	9.06850158972591	5.79741058244743	4.28815067593544	1	1
Xetro.A00347|ugt3a2	scaffold_1	21219953	21231376	11424	1.20740654859372	1.33369111207819	1.40923335580333	1.4790899853513	5.09237483581514	8.56172436676014	NA	NA	0.0120204878419614	1	1
Xetro.E00554|ripply2.2	scaffold_5	40772114	40777755	5642	1.03708987419002	1.0174900579868	1.03154647366811	0.627658460683261	5.04394698117157	10.4902016488713	NA	NA	0	1	1
Xetro.G01505|tmem45b	scaffold_7	86650448	86669193	18746	1.14480284672014	0.901340977146191	0.894666828984183	1.40819936880485	4.92739831028321	5.16638815260189	0	1.04156868091428	79.6894722008671	1	1
Xetro.J00862|krt19	scaffold_10	33193439	33204514	11076	1.02410970683099	1.58316199416127	0.817152125933017	0.581996357162844	4.91631092091092	11.7549672207889	NA	NA	0.280190987322211	1	1
Xetro.A00549|arrdc3	scaffold_1	37698621	37710383	11763	1.10975123775452	0.961595760173152	4.46052019246327	3.50651142366676	4.84626778598337	6.45208202710208	3.55841945496666	2.9521205345681	17.6347274992382	1	1
Xetro.K03581|ythdf1	scaffold_1126	3662	12094	8433	0.857573170027578	0.899693912610085	1.59743909933282	4.18523638169757	4.83892583119402	5.15974721806759	NA	0	6.03559473079074	0	1
Xetro.D01614|adap1	scaffold_4	84163133	84171855	8723	1.06459122039794	1.04896911921032	0.846836200698041	1.40394465950757	4.82943575817219	4.73406674745885	NA	NA	0	1	1
Xetro.G01307|cadm1	scaffold_7	72794295	72856992	62698	1.03207280523038	1.16251322937434	1.30523592541842	2.27765452515554	4.77831701538734	5.29293735429758	1.05771617850792	1.67520922156078	73.4659163020151	0	1
Xetro.C00474|sema4c	scaffold_3	12340308	12350353	10046	0.871602910991751	0.780634643562755	0.734096376981545	1.37731546527676	4.73326659357134	7.41071799010864	0.992774501820186	3.06711931278846	135.793635285757	0	1
Xetro.I00745|	scaffold_9	40031683	40031838	156	1.62069162682804	0.791893166604992	1.25014382931786	1.78036915201101	4.71990685684457	7.12219791441689	NA	NA	21.0995303229616	1	0
Xetro.B02147|tiam1	scaffold_2	129049839	129130867	81029	0.926170733059108	0.813376041422848	0.758172257283961	1.03383956178837	4.70725844305288	6.79693366150329	0.853951724894855	0.841059981358433	22.1789145098221	1	1
Xetro.D01226|lmo4.1	scaffold_4	69079145	69104884	25740	0.868588997633985	0.91504973614364	0.871828050048387	1.07175967144241	4.67621260172065	5.38824303203342	2.55851142029885	2.49691122136986	123.658531595291	1	1
Xetro.F00282|esrp1	scaffold_6	21850161	21889856	39696	0.963326543598541	0.924716221119199	0.775558277495047	1.39718067452106	4.65823356771293	8.39822393135037	0.95252688688153	2.4936750173099	115.282724309926	1	1
Xetro.K03133|	scaffold_632	1992	14336	12345	0.898729744627418	0.917420700452269	0.849453623010479	1.24372426622404	4.65208370099362	3.87263491453977	0	0	41.7465589444301	0	1
Xetro.G00186|gnb3	scaffold_7	7520531	7536223	15693	1.0082935210399	1.04656428550714	1.21019028693786	0.973392360132607	4.61630343225548	6.33570604926258	NA	7.08845352288888	0.448608797645732	0	1
Xetro.B01490|itga5	scaffold_2	89349587	89407256	57670	0.901266433727219	0.955036912280852	0.793532650761443	1.8813509131724	4.61400827210343	4.99654595100066	2.79636298449748	0.130196085114285	25.7571954252073	1	1
Xetro.A01155|hnf1b	scaffold_1	66894744	66919662	24919	0.871471343160251	1.00179805191175	1.13346884371901	1.80637514391613	4.59993937023399	4.18758699300676	NA	9.395593771134	0.182374666601058	1	1
Xetro.K04225|med21	scaffold_3210	776	5214	4439	0.960565191404619	1.10317519554861	1.18659694246149	2.44379564798988	4.58509495033404	2.34685494909103	NA	NA	17.0979693230838	1	1
Xetro.E01484|msh6	scaffold_5	106847533	106861903	14371	1.0382340359746	0.864515777497965	1.12837605158031	3.68323221531901	4.5766644333036	6.3770752823415	0.833808037787947	0.378803264879925	71.9763512360677	1	1
Xetro.A00709|ogfod2	scaffold_1	46666008	46678081	12074	1.07820610894429	1.20988481971615	3.24517354142871	1.01412691495294	4.56925823390334	6.14857784838576	0.902393892835134	0.0696235749274254	28.4491447544985	1	1
Xetro.E01613|cnih4	scaffold_5	117371951	117379831	7881	0.875053047829674	0.813128288720718	0.955615570128772	2.49445181420772	4.46459245302327	5.34582549778995	0.562503052332851	0.185994407306122	216.073870364931	1	1
Xetro.B00037|unnamed	scaffold_2	1384163	1394843	10681	0.890952603700693	1.14300235329886	0.900978857563029	3.251623427181	4.42412650011653	4.5094710172737	NA	NA	0.0222927406002931	0	1
Xetro.K01510|foxh1	scaffold_119	23899	37038	13140	0.89747003975509	0.663954126463658	0.679530323621142	1.99251380832544	4.42069540488552	7.55614389306122	2.24820114536611	1.66361664312698	162.369215362272	1	1
Xetro.I00458|	scaffold_9	25996595	25998826	2232	0.874939208340153	0.928379930930533	0.957280532329226	1.19345187625918	4.36952533213132	3.59336894773563	NA	NA	0	0	1
Xetro.D00817|kiaa0182	scaffold_4	47364981	47403739	38759	0.880736170773867	0.858979180622597	0.715943818461248	0.847403847356811	4.3457212058171	5.46846391322261	1.08564483696164	1.56549610234912	28.6575582995144	1	1
Xetro.G00302|pten	scaffold_7	10945357	10985182	39826	0.903169381561366	0.926621069007337	1.06829099015303	3.51097798234069	4.33847904635653	5.91134505161087	0.371371000735766	0.325490212785714	78.9506004748843	1	1
Xetro.E01323|hspc159	scaffold_5	94539075	94561100	22026	0.881926910646329	0.986937130230925	0.940526602224642	1.62908530167834	4.33435905678296	4.7446258782029	NA	NA	2.13007335644548	1	1
Xetro.I00393|	scaffold_9	22019340	22019930	591	1.58893355438998	0.812370309334604	0.660423464659866	0.565178415163941	4.33390014944421	8.09517604266271	NA	NA	0	0	1
Xetro.D02085|	scaffold_4	111205021	111206393	1373	0.412133140782343	0.597233232777504	2.41450026099879	3.49146491846628	4.32984377378212	2.69237093746626	NA	NA	0.828968022408399	1	0
Xetro.D01445|rbfox2	scaffold_4	79922648	79982944	60297	0.97229532116705	1.0313870237186	1.00355014704727	0.966868599917795	4.32358199698484	6.5408484243246	0.557139495218831	0.599463989015415	35.78729656097	1	1
Xetro.K05169|unnamed	scaffold_5b	3146288	3156835	10548	1.17568138093764	0.998582104303734	0.838621654530013	0.556644960139701	4.286892533991	3.34697495997231	0.150398982139189	0	16.2706950163145	0	1
Xetro.I00143|tuba3e	scaffold_9	5255454	5265480	10027	1.01739075068358	0.885994931235907	0.694520683860222	0.677154748393358	4.28135574807683	12.9169401570841	NA	NA	0	1	1
Xetro.C00767|	scaffold_3	32347908	32348503	596	0.803519073214139	0.717970558069277	0.837731350600905	0.995196119458286	4.19551867992927	9.19355231200236	NA	NA	0	0	1
Xetro.A00424|	scaffold_1	27058790	27059556	767	0.93317920232623	0.743285252820147	0.837637253211293	1.27507067168805	4.18638699283895	3.75443494354842	NA	NA	83.0775361953222	0	1
Xetro.B01170|lmo7	scaffold_2	70190302	70221825	31524	1.15458746600013	1.06610774009188	0.942772876149911	1.35958149202571	4.18090605320624	3.60472707966401	0.124980625247614	1.10221013376091	35.9995845758225	0	1
Xetro.D02566|unnamed	scaffold_4	139795585	139810132	14548	0.831374207587222	1.0528993079242	1.04543111538259	1.55481070793468	4.15739798493382	4.21099195842796	NA	9.35784361758927	0.110042201086368	1	1
Xetro.A02243|arid3a	scaffold_1	126015089	126051503	36415	0.883397018902188	0.901974872296816	0.790509696738459	1.81248469120507	4.14209188853887	6.8419582192098	1.03756132145117	1.38039222771773	135.333566490602	1	1
Xetro.F01328|evx1	scaffold_6	103377344	103382108	4765	0.896381192810379	0.944756811081763	2.19584551969193	1.17617515366865	4.13435831821448	4.42986979606013	NA	NA	0	1	1
Xetro.I00824|ammecr1l	scaffold_9	44834567	44846502	11936	1.00363834523194	0.898002157947399	1.42418066246137	3.53531099656923	4.11326476574081	4.5663718738796	0.911189154948537	0.743977629224488	24.7478202190453	1	1
Xetro.K04340|	scaffold_4011	1135	2228	1094	0.696059278530479	0.994868694788659	0.507392941600161	0.918478265885587	4.10814678410658	1.70807755006344	NA	NA	0	1	0
Xetro.G01389|trim29	scaffold_7	77351293	77382654	31362	0.943306473490358	1.05940721504709	0.950482719556931	1.10368290064948	4.09617033081828	6.12147946673354	NA	9.70088477322127	0.00741651064872881	1	1
Xetro.E01510|slc3a1	scaffold_5	109150149	109156994	6846	1.02060434859186	1.16080993082589	1.08040472106651	1.1131211080251	4.07338220477938	2.25072031585067	NA	NA	0.0182781563646416	1	1
Xetro.F00785|dsp	scaffold_6	58566122	58605839	39718	1.00693392223649	1.0173104353172	1.08944793365532	1.27412022991845	4.06748411250366	6.81254298985383	0.509717065130317	0.530961094773637	23.6653003426117	1	1
Xetro.F00400|prdm14	scaffold_6	29586837	29596907	10071	0.678594990259813	0.996365177698414	1.20335265163427	0.961757589276769	4.06008939891076	3.4159870501516	NA	3.67219727245421	0.296921320276411	1	1
Xetro.K04324|	scaffold_3929	2988	4918	1931	0.948380371906511	1.51566944207434	1.6835762391227	1.63681304979487	4.01459925476793	6.30471396784248	1.83144076984683	10.0746970624149	60.2064953020649	0	1
Xetro.B01169|	scaffold_2	70182549	70188315	5767	1.15916786877125	1.20652106897101	1.24337999452955	0.676511391822725	4.00921444673409	3.95364057540365	0.0535073301841345	2.20920958904331	55.1223462379201	0	1
Xetro.J00053|	scaffold_10	2264696	2271699	7004	1.01369725502303	0.92093968108839	0.732849461137127	1.08433824518771	3.96372963724181	3.70400977158277	0.624616180924999	2.96649307855334	43.4830134540986	1	1
Xetro.D00077|scube2	scaffold_4	3330043	3387301	57259	0.97256846876913	0.8662996528586	0.8448319894877	1.94546736633005	3.90343873625048	2.63448031233169	NA	NA	0.894116333863235	1	1
Xetro.F00633|	scaffold_6	45546480	45548032	1553	1.50357481677896	1.31317487408965	4.92528249617632	4.77674111010764	3.87763827197523	5.19932856308739	NA	NA	12.7247308651094	1	0
Xetro.E01382|sptlc3	scaffold_5	99160143	99234128	73986	1.06928423893549	0.965885321157879	0.820022925893104	1.75672462129726	3.87636713734996	4.75761870822939	2.22590493566	2.60392170228571	7.60296871547601	0	1
Xetro.I00922|wipi2	scaffold_9	50269610	50319570	49961	1.16918234579496	1.62979058623864	6.1932527672559	5.46284876429365	3.87630320903784	5.57303429457529	1.35725910710975	0	149.999270401365	1	1
Xetro.C01529|slc5a8	scaffold_3	77485366	77507214	21849	1.14340622286949	0.973629538711909	0.945542344581982	1.30145930944113	3.81362514328584	3.98449989073475	NA	11.3287502631911	0.085220835971149	1	1
Xetro.A00518|	scaffold_1	35447864	35451119	3256	0.85224899870059	0.706064287146136	0.97367688968785	1.55123054632686	3.80170337284802	3.669838188989	1.78685029238761	1.97573825659811	66.2690430847606	1	1
Xetro.A02573|dck.1	scaffold_1	145751119	145760853	9735	0.940168715926329	1.15164258213022	0.990494720898207	0.999015094258539	3.78264218784927	2.77881325633495	1.19382444646124	1.14361426113899	31.8682310174919	1	1
Xetro.A01201|dstyk	scaffold_1	69048047	69090844	42798	1.02406139330988	0.979257387419732	1.00418491636571	1.50243222943913	3.78223320024223	4.23066190861761	1.36816851837257	1.61667324231315	31.0513749462839	1	1
Xetro.K00248|lrrc8e	scaffold_23	931228	955287	24060	0.895412578490349	0.767750493654152	0.803831824447539	1.48342716621142	3.75863435891583	6.20451180587564	0.819854488272559	0.446154808802847	29.1614022940259	1	1
Xetro.B00348|acy3	scaffold_2	17187697	17195615	7919	0.976437442611978	1.03758460548095	0.914782701746499	0.738127501794749	3.75624549734115	5.75052329331792	NA	NA	0.157878051494894	1	1
Xetro.I01650|unnamed	scaffold_9	85474512	85480546	6035	0.839528192812497	1.15765455222162	0.749843414611565	0.687806057552225	3.75492500180342	11.0858921625975	NA	NA	0.439953155436485	1	0
Xetro.J00370|zmynd8	scaffold_10	11891406	11946701	55296	0.844454514631749	0.924557031082953	0.757310717199754	1.15886919363612	3.74390472756712	4.5237289071395	0.859897050199778	0.765859324201679	6.35520623404733	1	1
Xetro.C01230|pcdh1	scaffold_3	57980702	58020777	40076	0.883520760478727	0.907122245227143	0.758020675020676	1.89369722769566	3.74354303670283	4.25193804760634	0.836299753248325	2.27301953821852	93.9806347966761	1	1
Xetro.F00587|greb1l	scaffold_6	41376583	41409547	32965	0.963898431278632	0.83574736489435	0.911326674220622	1.23683183870506	3.74010603871395	8.40719534133425	0.922869001789726	2.53995252751858	19.0275599430786	0	1
Xetro.D00261|c11orf66	scaffold_4	11928480	11935631	7152	0.934858854960994	0.968656412112042	0.833841089047	4.06537611899286	3.70372270626752	3.83422432761013	NA	NA	0.0466361178401349	0	1
Xetro.E01537|dtl	scaffold_5	111905220	111928776	23557	1.14392338183093	0.953587068085822	1.25499487148574	1.49535728499419	3.70182029024215	4.4983451898362	0.985310031881689	1.61209775200471	222.290952892842	1	1
Xetro.G00172|gapdh	scaffold_7	7144986	7150825	5840	1.06254063035208	1.1319481013614	2.08245156900122	0.937631209019478	3.69671659174421	10.9232159652602	1.30487832085588	0.88471168948183	1186.00973553578	1	1
Xetro.H01441|gch1	scaffold_8	72544328	72564756	20429	1.10398859218394	1.00291498429218	1.17935556647509	0.644578209652795	3.68500219891724	13.8581511610782	2.17161457137561	1.44662316793651	2.26063970571238	1	1
Xetro.B02171|cyyr1	scaffold_2	131567076	131609537	42462	0.972460956810229	0.880846136462806	0.715604722438278	1.09367093147673	3.67229969498559	3.28886866788614	1.60759800908778	0.54248368797619	62.3983636616742	1	1
Xetro.A02927|	scaffold_1	173908811	173909233	423	1.08867259132666	1.8666039917728	1.28894679576297	0.581603544544733	3.64614448084976	3.13080124449803	0.897542312766128	0	35.7604602243147	0	1
Xetro.A00315|golph3	scaffold_1	19240702	19253715	13014	1.0920863456322	0.911188205405435	1.41750582033225	2.10496946427552	3.64197365680664	4.32537935894745	0.810791293802455	0.657795423199167	194.556942652252	1	1
Xetro.G00331|ipmk	scaffold_7	14174993	14202409	27417	0.920308610837426	0.815299524960832	1.02725638893792	1.40435368841084	3.62359123686325	3.25231053353696	0.776156141948691	0.464986018265305	49.658841949608	0	1
Xetro.G00637|	scaffold_7	32240578	32265730	25153	0.824598423404906	0.82928717353136	1.69683657353326	1.80338617861475	3.5981553554208	3.0931063626851	NA	NA	0	1	1
Xetro.E01403|hao1	scaffold_5	101204868	101218897	14030	1.12834434497851	1.20379232501718	1.24693118054582	0.64895770457406	3.55431070927128	3.48128513458636	NA	NA	0.0164335644105291	1	1
Xetro.H01546|	scaffold_8	78205309	78214948	9640	1.10889501231306	1.27227665574246	0.867023048964765	1.08097618023609	3.55080913402751	2.67671441962741	NA	NA	60.6661396890491	0	1
Xetro.J00449|cant1	scaffold_10	17950677	17958150	7474	0.993221961700172	0.995393255448875	0.839816957776944	0.99820619178134	3.55034463068043	4.41680693156762	0.700791842070116	0.7882966090904	177.622222746113	1	1
Xetro.D00435|igf2	scaffold_4	20526482	20555625	29144	1.10069201334412	0.989190351228039	0.810406195458669	0.612797400752721	3.5323248435504	7.53087819827008	NA	NA	0	1	1
Xetro.D00032|nav2	scaffold_4	1049162	1153429	104268	0.851084829401559	0.840209065624977	0.768860026802803	1.27750075832712	3.52133438636762	5.85947392781683	NA	NA	0.290313613706663	1	1
Xetro.K02221|vtcn1	scaffold_235	38573	41169	2597	0.731369409087097	1.07854432026134	0.834506196098305	0.558773134674789	3.49247920840918	2.98433088986494	NA	NA	0	0	1
Xetro.A03279|	scaffold_1	201144186	201151780	7595	1.26164885088344	1.19753642553104	2.42096699603384	1.61275809740748	3.48352797118424	3.41719979148112	NA	NA	0	1	1
Xetro.C00142|	scaffold_3	4388850	4401501	12652	1.11631898907561	0.949047070545041	0.696472665631058	0.860403680171315	3.47703700809117	4.12004322836988	NA	12.2684772511538	0.958918737458482	0	1
Xetro.B02402|ndufc2	scaffold_2	142417982	142420282	2301	1.1181546807103	1.19430988971155	1.33709984999368	2.77958100167989	3.44285584698629	3.21342795412883	NA	NA	184.309369607654	1	1
Xetro.G02296|unnamed	scaffold_7	123743202	123751547	8346	0.772446117735523	0.76572606960302	0.863850626878399	0.844191223134993	3.44283954737611	4.28117887102637	NA	NA	0.170596020053574	1	0
Xetro.H00096|unnamed	scaffold_8	4134797	4157522	22726	1.12552242333816	1.20617230846535	1.03812301136394	1.71483517187072	3.43011311585796	5.22925202442122	NA	11.6727524585221	0.0179605225117027	1	1
Xetro.J00228|unnamed	scaffold_10	6502315	6508826	6512	0.93443163340393	0.726893088612251	0.692558345290729	1.1963761959156	3.43008296511097	5.16179407323555	0	1.97705166284656	12.7261427980301	1	1
Xetro.G01439|eno1	scaffold_7	81740207	81754375	14169	1.06721061550079	0.822688479398803	1.57247692816597	0.900470437728227	3.42027313168847	7.638431223117	1.4692638137574	1.18521859877138	1156.7150829493	1	1
Xetro.E00070|fam43a	scaffold_5	4492366	4496547	4182	1.13270663739244	1.03285600979087	1.4900563345294	1.09808613169349	3.41337821844331	2.8052824995942	1.34321849565689	NA	12.9724107189155	1	0
Xetro.A00569|sema6a	scaffold_1	40642279	40703518	61240	1.03773611232498	0.910422721995186	0.832313398504972	0.950481612105857	3.41125908809009	3.84045719773333	1.06765789065087	1.2503587442378	29.3045203879768	0	1
